"","UniProt_Name","as_g0_a","as_g0_b","as_g0_c","as_g1_a","as_g1_b","as_g1_c","wt_g0_a","wt_g0_b","wt_g0_c","A_G0_mean","A_G1_mean","WT_G0_mean","A_G0_sd","A_G1_sd","WT_G0_sd","ANOVA_p","ANOVA_padj","hclust_clusters","Z_scores_as_g0_a","Z_scores_as_g0_b","Z_scores_as_g0_c","Z_scores_as_g1_a","Z_scores_as_g1_b","Z_scores_as_g1_c","Z_scores_wt_g0_a","Z_scores_wt_g0_b","Z_scores_wt_g0_c","A_G1_vs_A_G0_Ttest_p","A_G1_vs_A_G0_Ttest_padj","log(A_G1/A_G0)","WT_G0_vs_A_G0_Ttest_p","WT_G0_vs_A_G0_Ttest_padj","log(WT_G0/A_G0)","WT_G0_vs_A_G1_Ttest_p","WT_G0_vs_A_G1_Ttest_padj","log(WT_G0/A_G1)","missing_data_as_g0_a","missing_data_as_g0_b","missing_data_as_g0_c","missing_data_as_g1_a","missing_data_as_g1_b","missing_data_as_g1_c","missing_data_wt_g0_a","missing_data_wt_g0_b","missing_data_wt_g0_c","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"11","A0A087WRE7;Q8R0N6",-4.66008162781652,-6.6782015471802,-2.58641400861021,-3.00349167636484,-3.18222245560138,-5.15532970612052,-0.461304032970069,0.446151672988037,0.489933717578626,-4.64156572786898,-3.78034794602891,0.158260452532198,2.04595660856048,1.1941177928915,0.537004963318683,0.0123199646893341,0.0912383625427708,2,-0.754014474178869,-1.55258032588474,0.0665314867412897,-0.0985052783103095,-0.169228675655343,-0.949983107985935,0.90743308103347,1.26651141516055,1.28383587907989,0.570754616323817,0.756555902825822,0.861217781840064,0.0477251627671494,0.312435475738327,4.79982618040118,0.0166090229624377,0.152343880125818,3.93860839856111,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"A0A087WRE7;Q8R0N6","A0A087WRE7;Q8R0N6","10;10","10;10","10;10","Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=1;Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2",2,10,10,10
"12","A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6;A0A087WSC8",-4.60006706436637,-3.03179148929824,-5.33555722987235,-5.01639293802436,-5.08952493921212,-8.036575029455,-3.64523562783723,-2.93248648115904,-3.27060403348158,-4.32247192784565,-6.04749763556382,-3.28277538082595,1.17670235902106,1.72297960857525,0.356530423378926,0.081578495748041,0.243257313867834,NA,-0.0305850660769389,0.945280232137445,-0.488246551791313,-0.28964538641252,-0.335152045626421,-2.16896490408572,0.563562339752865,1.00707314208424,0.79667824001837,0.234339286329812,0.516213870139176,-1.72502570771817,0.26204754779194,0.606090618602647,1.0396965470197,0.103149514519719,0.34777333342481,2.76472225473787,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6;A0A087WSC8","A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6","4;4;4;4;4;4;1","4;4;4;4;4;4;1","4;4;4;4;4;4;1","Tensin 1 (Fragment) OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 (Fragment) OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus O",7,4,4,4
"13","A0A087WRY3;Q80XU3",0.775835823491946,2.08579725559242,2.55561593663219,1.6919050047693,1.75596511173226,-1.01247010832023,2.7153396841766,3.70050390415702,3.43659256328629,1.80574967190552,0.811800002727111,3.2841453838733,0.92234716871091,1.58018891366555,0.509967883268779,0.0836046473561717,0.244907656905678,NA,-0.829539904264064,0.0825543164870815,0.409677614376998,-0.191703258408353,-0.147099767107143,-2.07469374266789,0.520889367243928,1.20683520466766,1.02308016967178,0.411812018746094,0.64657492870281,-0.993949669178408,0.0901129691060871,0.407399266513977,1.47839571196778,0.102057833025182,0.345936623540091,2.47234538114619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"A0A087WRY3;Q80XU3","A0A087WRY3;Q80XU3","4;4","4;4","4;4","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1;Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1",2,4,4,4
"14","A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542",3.69351547675782,3.61057904349761,4.44967661650956,3.45192692879707,2.90797201829515,2.77983408980273,1.57379064159665,4.14150415081244,4.06466362467992,3.917923712255,3.04657767896498,3.25998613902967,0.462374822387481,0.35684148152108,1.46079346873082,0.511963512725148,0.635816117708888,NA,0.324459706877008,0.230157092333949,1.18425038862381,0.0497621967383688,-0.56874004934838,-0.71443888403366,-2.08576685109874,0.833843841066609,0.746472558841032,0.0649581042798933,0.4595364189355,-0.871346033290018,0.523124241277233,0.755167388818925,-0.65793757322533,0.826566965148126,0.906652494662733,0.213408460064688,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542","A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542","2;2;2;2;2;2","2;2;2;2;2;2","2;2;2;2;2;2","Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=1;Myosin light chain 3 OS=Mus musculus OX=10090 GN=Myl3 PE=1 SV=1;Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=1;Myosin lig",6,2,2,2
"15","A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3",-0.821024818595681,0.323029230294704,-0.832937942446591,-0.122498111393256,-0.32036737205264,-0.581253253753502,-3.82505230355206,-2.52313799658134,-1.44117787462041,-0.443644510249189,-0.341372912399799,-2.59645605825127,0.663985654182111,0.230097793784403,1.19362723530164,0.0226210684044491,0.123638403591106,1,0.235073542031443,1.11357024181264,0.225925687524691,0.771458521029191,0.619518590703338,0.419189431153574,-2.07166033487392,-1.07194583433874,-0.241129845042227,0.820430554944035,0.896900094633689,0.10227159784939,0.0686618634853945,0.369149358211147,-2.15281154800208,0.0771052885701875,0.306568346976845,-2.25508314585147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3","A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3","1;1;1;1","1;1;1;1","1;1;1;1","GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ",4,1,1,1
"16","A0A087WS46;O70251",0.265468613695798,-1.36013155149073,-0.090555533595019,-1.25054411183368,-6.66792184000206,-1.66053461430649,-2.85430974747925,-1.55992206646058,-1.09299384160929,-0.395072823796652,-3.19300018871408,-1.83574188518304,0.854512761336793,3.01634437937248,0.912477867878282,0.268079256880953,0.444514149421546,NA,1.01981929040171,0.220256794202124,0.844706392401659,0.274158121650783,-2.39041595502158,0.072501504854324,-0.514664912707571,0.1219884707316,0.351650293486948,0.245257814034312,0.526865243286143,-2.79792736491743,0.116944059036059,0.457994122512755,-1.44066906138639,0.522835062802724,0.719986056394788,1.35725830353104,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"A0A087WS46;O70251","A0A087WS46;O70251","4;4","4;4","4;4","Eukaryotic translation elongation factor 1 beta 2 OS=Mus musculus OX=10090 GN=Eef1b2 PE=1 SV=1;Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5",2,4,4,4
"17","A0A087WSK7;Q9CQZ0;Q921I0",-1.80502205432987,-2.83050335087191,-1.96514970889139,-2.01125751420324,-5.60600053439954,-3.44926010497849,-3.74115353291069,-2.99162782192395,-2.44529891370613,-2.20022503803106,-3.68883938452709,-3.05936008951359,0.551677695912189,1.80930733119177,0.650577085043023,0.35023461610143,0.512271396374598,NA,0.988693282883917,0.12785237507371,0.854274024353238,0.815568798703949,-2.2020404500312,-0.391563364359971,-0.636593482736868,-0.00740366167564964,0.451212477788876,0.287937368351547,0.547615631586363,-1.48861434649603,0.157922199485136,0.511428749492404,-0.859135051482529,0.617376766228548,0.788117165672171,0.629479295013502,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"A0A087WSK7;Q9CQZ0;Q921I0","A0A087WSK7;Q9CQZ0;Q921I0","1;1;1","1;1;1","1;1;1","Predicted gene 28778 (Fragment) OS=Mus musculus OX=10090 GN=Gm28778 PE=4 SV=1;ORM1-like protein 2 OS=Mus musculus OX=10090 GN=Ormdl2 PE=1 SV=1;ORM1-like protein 1 OS=Mus musculus OX=10090 GN=Ormdl1 PE=2 SV=1",3,1,1,1
"18","A0A087WSM4;Q91XC8",3.01989314611577,0.0644329142215234,1.72194465508178,0.823951868141169,0.0668156085067437,-1.14194539487844,-3.777799708911,1.54493207827111,2.07393862915919,1.60209023847302,-0.08372597274351,-0.0529763338268981,1.48137102255396,0.991556901015264,3.23661765804989,0.572348744403772,0.677743604615178,NA,1.24849466002169,-0.209130313010403,0.608349983458788,0.165462375727932,-0.207955174649291,-0.80411282412384,-2.10410902503557,0.521047860521874,0.781952457088826,0.186998201930569,0.508600662819011,-1.68581621121653,0.4832931920068,0.738851212513594,-1.65506657229992,0.988672676737512,0.993715559050116,0.0307496389166119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"A0A087WSM4;Q91XC8","A0A087WSM4;Q91XC8","1;1","1;1","1;1","Death-associated protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Dap PE=1 SV=1;Death-associated protein 1 OS=Mus musculus OX=10090 GN=Dap PE=1 SV=3",2,1,1,1
"19","A0A0A0MQ68;Q60759",-2.13127216898746,-0.597398349883903,-0.80692493410767,-0.236917048542189,-0.916922645487368,-0.38223043148373,2.10459544391898,1.69570548420288,2.63033778316893,-1.17853181765968,-0.512023375171096,2.14354623709693,0.831721696338543,0.358101325245336,0.46853202322204,0.00102626108576208,0.0295959924972906,2,-1.42185984709395,-0.466252327425606,-0.596787953603561,-0.24167150599709,-0.665316823991466,-0.332202134864944,1.21709708195688,0.962357536007818,1.54463597501192,0.300466920907133,0.558603584158379,0.666508442488584,0.00792493615966731,0.195937214706257,3.32207805475661,0.00190823320610463,0.105274958433075,2.65556961226803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"A0A0A0MQ68;Q60759","A0A0A0MQ68;Q60759","9;9","9;9","9;9","Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=1;Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=2",2,9,9,9
"20","A0A0A0MQ90;P97352",2.82294135583566,1.41171173081668,3.19799783268191,0.901224385763353,-0.105647683996736,-0.132697471656648,-0.873866848624406,0.817763278176095,2.37516159029075,2.47755030644475,0.22095974336999,0.77301933994748,0.941900070166009,0.589281690298485,1.62497629651205,0.112533389286039,0.283441827112728,NA,1.17595144607268,0.179689893393577,1.44072362867208,-0.180690094377036,-0.891494285123047,-0.910590159370544,-1.43382078123775,-0.239609699775826,0.859840051745867,0.0325609370067709,0.441309590504976,-2.25659056307476,0.208189071990372,0.560387637716659,-1.70453096649727,0.625404681792427,0.791863620230161,0.552059596577491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"A0A0A0MQ90;P97352","A0A0A0MQ90;P97352","4;4","4;4","4;4","Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1;Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1",2,4,4,4
"21","A0A0A0MQA5;P68368;A0A087WQS4;A0A087WRB4;A0A087WSB0;A0A087WSL5;Q3UX10",-4.34019272349039,-0.102239563887625,-5.30095212254596,0.778695104090502,-1.08837431170924,-7.22311050248013,-2.44646552399444,-1.81386153456578,-2.22110090198184,-3.24779480330799,-2.51092990336629,-2.16047598684735,2.76616213893945,4.18628373976876,0.320629828792584,0.897896240317924,0.923368706221338,NA,-0.66438059400462,0.991415620015767,-1.03975561954875,1.33560259733814,0.606126278566315,-1.79075555946807,0.075511096446895,0.322673641954677,0.163562538699638,0.813575407709706,0.893780604553581,0.736864899941703,0.566978644256158,0.77922599321043,1.08731881646064,0.898163859476541,0.944770324436002,0.350453916518935,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"A0A0A0MQA5;P68368;A0A087WQS4;A0A087WRB4;A0A087WSB0;A0A087WSL5;Q3UX10","A0A0A0MQA5;P68368","20;20;5;4;2;2;1","4;4;3;2;1;1;0","4;4;3;2;1;1;0","Tubulin alpha chain (Fragment) OS=Mus musculus OX=10090 GN=Tuba4a PE=1 SV=1;Tubulin alpha-4A chain OS=Mus musculus OX=10090 GN=Tuba4a PE=1 SV=1",7,20,4,4
